year,winter,spring,summer,autumn,station_id,station_name
2007,21.4,19.8,17.6,18.6,1057050,SANDSPIT A                                
2008,21.3,21.3,18.2,19.3,1057050,SANDSPIT A                                
2009,19.4,19.0,15.0,18.8,1057050,SANDSPIT A                                
2011,19.3,18.0,14.8,18.7,1057050,SANDSPIT A                                
2012,20.0,18.8,14.5,17.8,1057050,SANDSPIT A                                
2013,17.3,17.7,15.9,17.2,1057050,SANDSPIT A                                
2014,20.4,20.4,17.3,19.7,1057050,SANDSPIT A                                
1955,28.6,22.6,16.7,26.3,1065010,MCINNES ISLAND                            
1956,27.3,20.6,18.5,27.0,1065010,MCINNES ISLAND                            
1957,24.6,19.9,18.9,21.0,1065010,MCINNES ISLAND                            
1958,29.3,17.6,15.7,26.1,1065010,MCINNES ISLAND                            
1959,26.8,25.4,17.0,23.7,1065010,MCINNES ISLAND                            
1960,29.5,27.7,16.8,25.7,1065010,MCINNES ISLAND                            
1961,30.4,20.4,14.9,27.0,1065010,MCINNES ISLAND                            
1962,27.1,20.9,15.5,26.2,1065010,MCINNES ISLAND                            
1963,23.9,18.8,14.2,30.7,1065010,MCINNES ISLAND                            
1964,32.4,23.7,19.6,25.3,1065010,MCINNES ISLAND                            
1965,31.1,19.2,16.6,26.2,1065010,MCINNES ISLAND                            
1966,30.5,26.3,21.2,24.4,1065010,MCINNES ISLAND                            
1967,29.2,19.2,16.9,24.2,1065010,MCINNES ISLAND                            
1968,27.9,23.8,17.9,28.6,1065010,MCINNES ISLAND                            
1969,27.1,23.0,19.1,25.5,1065010,MCINNES ISLAND                            
1970,25.2,24.7,14.5,18.5,1065010,MCINNES ISLAND                            
1971,23.4,24.9,14.8,22.4,1065010,MCINNES ISLAND                            
1972,24.0,20.4,15.5,26.4,1065010,MCINNES ISLAND                            
1973,28.4,19.5,16.5,22.5,1065010,MCINNES ISLAND                            
1974,24.4,20.7,17.4,24.5,1065010,MCINNES ISLAND                            
1975,29.7,20.0,18.6,25.1,1065010,MCINNES ISLAND                            
1976,28.1,25.4,18.4,22.3,1065010,MCINNES ISLAND                            
1984,29.7,24.9,17.1,23.5,1065010,MCINNES ISLAND                            
1985,27.0,22.9,16.8,24.4,1065010,MCINNES ISLAND                            
1986,25.5,24.2,18.1,22.9,1065010,MCINNES ISLAND                            
1987,28.3,23.3,17.0,24.9,1065010,MCINNES ISLAND                            
1988,30.1,24.0,17.9,24.0,1065010,MCINNES ISLAND                            
1989,26.0,19.8,15.8,23.6,1065010,MCINNES ISLAND                            
1990,29.9,18.1,15.3,25.4,1065010,MCINNES ISLAND                            
1991,26.9,20.9,17.1,24.0,1065010,MCINNES ISLAND                            
1992,30.5,19.6,16.4,26.6,1065010,MCINNES ISLAND                            
1993,27.2,19.8,14.4,20.6,1065010,MCINNES ISLAND                            
1994,26.7,21.4,14.9,28.8,1065010,MCINNES ISLAND                            
1995,26.9,22.2,17.6,24.6,1065010,MCINNES ISLAND                            
1996,25.9,23.0,19.4,25.7,1065010,MCINNES ISLAND                            
1997,29.9,23.6,16.1,23.8,1065010,MCINNES ISLAND                            
1998,34.0,20.5,17.1,24.0,1065010,MCINNES ISLAND                            
1999,33.3,23.7,18.2,22.9,1065010,MCINNES ISLAND                            
2000,25.2,24.0,17.6,20.1,1065010,MCINNES ISLAND                            
2001,20.4,24.8,17.3,28.9,1065010,MCINNES ISLAND                            
1954,22.5,13.8,10.4,18.0,1066480,PRINCE RUPERT                             
1955,20.7,16.4,12.0,16.6,1066480,PRINCE RUPERT                             
1956,15.9,16.4,13.7,17.9,1066480,PRINCE RUPERT                             
1957,18.5,14.9,11.3,14.8,1066480,PRINCE RUPERT                             
1958,20.2,13.4,10.7,18.9,1066480,PRINCE RUPERT                             
1959,17.2,16.9,11.8,16.8,1066480,PRINCE RUPERT                             
1960,20.3,18.9,11.6,16.8,1066480,PRINCE RUPERT                             
1961,19.9,15.0,10.8,17.2,1066480,PRINCE RUPERT                             
1962,17.1,14.7,10.0,16.1,1066480,PRINCE RUPERT                             
1963,16.0,16.1,12.8,18.5,1066480,PRINCE RUPERT                             
1964,19.3,18.4,13.6,17.2,1066480,PRINCE RUPERT                             
1965,18.3,13.7,14.2,15.2,1066480,PRINCE RUPERT                             
1966,15.2,18.1,12.5,16.8,1066480,PRINCE RUPERT                             
1967,19.2,14.7,12.8,16.9,1066480,PRINCE RUPERT                             
1968,15.8,17.6,13.2,18.3,1066480,PRINCE RUPERT                             
1969,12.9,14.3,11.8,14.8,1066480,PRINCE RUPERT                             
1970,15.9,18.1,12.2,11.9,1066480,PRINCE RUPERT                             
1971,15.2,18.9,12.1,16.9,1066480,PRINCE RUPERT                             
1972,16.7,16.2,11.8,14.1,1066480,PRINCE RUPERT                             
1973,16.0,16.1,11.7,14.3,1066480,PRINCE RUPERT                             
1974,16.7,14.7,12.3,15.6,1066480,PRINCE RUPERT                             
1975,18.1,12.9,10.1,13.0,1066480,PRINCE RUPERT                             
1976,20.1,17.6,12.2,15.1,1066480,PRINCE RUPERT                             
1977,17.4,17.4,12.6,17.8,1066480,PRINCE RUPERT                             
1978,14.3,15.5,11.0,15.7,1066480,PRINCE RUPERT                             
1979,15.3,12.8,10.4,13.9,1066480,PRINCE RUPERT                             
1980,15.3,17.9,12.7,17.4,1066480,PRINCE RUPERT                             
1981,15.4,15.2,12.1,15.5,1066480,PRINCE RUPERT                             
1982,13.8,15.4,10.8,12.9,1066480,PRINCE RUPERT                             
1983,15.9,13.2,12.2,13.7,1066480,PRINCE RUPERT                             
1984,14.3,16.1,12.3,13.7,1066480,PRINCE RUPERT                             
1985,16.3,16.3,11.9,10.6,1066480,PRINCE RUPERT                             
1986,14.5,17.6,11.9,14.8,1066480,PRINCE RUPERT                             
1987,15.7,16.0,11.1,14.5,1066480,PRINCE RUPERT                             
1988,16.3,16.0,11.9,15.3,1066480,PRINCE RUPERT                             
1989,15.2,12.0,9.0,13.7,1066480,PRINCE RUPERT                             
1990,16.1,11.9,9.3,14.7,1066480,PRINCE RUPERT                             
1991,14.4,12.9,10.6,13.4,1066480,PRINCE RUPERT                             
1992,17.2,11.6,9.2,15.7,1066480,PRINCE RUPERT                             
1993,16.1,14.1,10.6,12.1,1066480,PRINCE RUPERT                             
1994,13.3,13.1,9.3,14.9,1066480,PRINCE RUPERT                             
1995,12.4,13.5,11.7,16.1,1066480,PRINCE RUPERT                             
1996,14.5,13.1,11.3,12.0,1066480,PRINCE RUPERT                             
1997,13.1,13.4,9.5,12.3,1066480,PRINCE RUPERT                             
1998,15.5,11.7,10.6,12.6,1066480,PRINCE RUPERT                             
1999,16.5,14.4,10.2,15.1,1066480,PRINCE RUPERT                             
2000,14.4,15.2,11.3,13.2,1066480,PRINCE RUPERT                             
2001,14.2,15.4,10.5,14.9,1066480,PRINCE RUPERT                             
2002,14.7,11.2,10.2,10.3,1066480,PRINCE RUPERT                             
2003,12.8,13.0,10.1,13.2,1066480,PRINCE RUPERT                             
2004,13.7,12.5,8.5,13.0,1066480,PRINCE RUPERT                             
2005,13.0,13.0,10.1,14.7,1066480,PRINCE RUPERT                             
2006,14.2,12.2,10.0,10.9,1066480,PRINCE RUPERT                             
2007,16.3,14.4,8.6,13.1,1066480,PRINCE RUPERT                             
2008,14.3,13.9,11.3,13.3,1066480,PRINCE RUPERT                             
2009,12.3,12.0,9.5,14.9,1066480,PRINCE RUPERT                             
2010,10.6,13.5,10.4,13.8,1066480,PRINCE RUPERT                             
2011,12.3,12.0,9.3,15.9,1066480,PRINCE RUPERT                             
2012,15.8,13.5,8.5,11.5,1066480,PRINCE RUPERT                             
2013,14.3,11.2,8.2,11.3,1066480,PRINCE RUPERT                             
2014,13.2,12.3,9.4,11.4,1066480,PRINCE RUPERT                             
1956,26.8,22.0,22.0,19.9,1068130,TERRACE A                                 
1957,26.5,21.3,20.6,19.1,1068130,TERRACE A                                 
1958,23.1,18.0,18.7,19.9,1068130,TERRACE A                                 
1959,23.3,21.2,19.7,18.8,1068130,TERRACE A                                 
1960,21.3,20.7,20.5,18.0,1068130,TERRACE A                                 
1961,22.2,19.6,19.2,23.0,1068130,TERRACE A                                 
1962,22.8,20.4,17.8,16.3,1068130,TERRACE A                                 
1963,17.8,18.3,16.6,17.0,1068130,TERRACE A                                 
1964,19.4,20.7,20.0,17.5,1068130,TERRACE A                                 
1965,21.6,18.1,19.1,18.1,1068130,TERRACE A                                 
1966,22.5,21.8,22.0,21.0,1068130,TERRACE A                                 
1967,22.1,19.9,19.1,18.2,1068130,TERRACE A                                 
1968,21.5,19.3,18.3,19.5,1068130,TERRACE A                                 
1969,25.2,19.5,21.4,18.3,1068130,TERRACE A                                 
1970,22.1,20.7,18.6,18.4,1068130,TERRACE A                                 
1971,19.6,17.6,15.9,16.8,1068130,TERRACE A                                 
1972,22.5,17.5,16.0,18.9,1068130,TERRACE A                                 
1973,20.9,16.6,16.6,17.5,1068130,TERRACE A                                 
1974,20.2,17.0,17.4,15.0,1068130,TERRACE A                                 
1975,19.1,17.4,17.6,17.4,1068130,TERRACE A                                 
1976,19.5,17.5,18.6,19.3,1068130,TERRACE A                                 
1977,16.0,18.9,16.1,16.1,1068130,TERRACE A                                 
1978,23.9,15.8,17.0,16.4,1068130,TERRACE A                                 
1979,23.8,15.7,15.8,17.2,1068130,TERRACE A                                 
1980,23.4,21.2,20.6,16.9,1068130,TERRACE A                                 
1981,22.2,16.9,16.7,15.4,1068130,TERRACE A                                 
1982,22.8,17.4,15.9,16.2,1068130,TERRACE A                                 
1983,17.8,17.7,16.7,16.3,1068130,TERRACE A                                 
1984,21.6,17.4,16.6,15.3,1068130,TERRACE A                                 
1985,20.9,18.8,17.0,19.6,1068130,TERRACE A                                 
1986,20.4,18.3,16.3,17.9,1068130,TERRACE A                                 
1987,16.8,17.4,16.8,14.8,1068130,TERRACE A                                 
1988,21.6,16.5,15.9,15.7,1068130,TERRACE A                                 
1989,22.1,17.6,14.7,14.7,1068130,TERRACE A                                 
1990,18.5,16.9,16.2,16.9,1068130,TERRACE A                                 
1991,22.0,16.9,16.6,16.0,1068130,TERRACE A                                 
1992,17.6,15.2,13.6,14.2,1068130,TERRACE A                                 
1993,21.7,15.2,13.5,13.9,1068130,TERRACE A                                 
1994,14.3,14.8,13.9,14.5,1068130,TERRACE A                                 
1995,21.2,14.8,14.9,14.9,1068130,TERRACE A                                 
1996,21.2,16.3,16.6,15.5,1068130,TERRACE A                                 
1997,17.9,16.0,15.0,15.6,1068130,TERRACE A                                 
1998,18.1,14.6,14.6,14.6,1068130,TERRACE A                                 
1999,15.9,14.9,14.9,13.9,1068130,TERRACE A                                 
2000,19.4,17.2,14.3,13.5,1068130,TERRACE A                                 
2001,19.9,17.9,15.4,17.4,1068130,TERRACE A                                 
2002,17.5,17.7,16.5,15.1,1068130,TERRACE A                                 
2003,18.3,16.4,15.9,17.5,1068130,TERRACE A                                 
2004,19.5,17.4,15.1,16.6,1068130,TERRACE A                                 
2005,20.2,16.3,16.1,14.1,1068130,TERRACE A                                 
2006,18.6,17.0,17.0,16.3,1068130,TERRACE A                                 
2007,18.2,18.0,14.0,17.0,1068130,TERRACE A                                 
2008,20.3,16.9,17.5,14.0,1068130,TERRACE A                                 
2009,20.9,13.1,14.5,13.8,1068130,TERRACE A                                 
2010,20.5,13.7,14.1,16.2,1068130,TERRACE A                                 
2011,19.3,15.2,14.9,15.8,1068130,TERRACE A                                 
2012,15.2,14.3,13.1,15.9,1068130,TERRACE A                                 
2013,15.7,13.9,13.4,11.9,1068130,TERRACE A                                 
2014,18.9,16.2,13.4,14.7,1068130,TERRACE A                                 
1953,11.1,12.2,9.4,11.6,1077500,SMITHERS A                                
1954,13.2,12.0,10.1,10.9,1077500,SMITHERS A                                
1955,11.3,12.3,11.0,12.1,1077500,SMITHERS A                                
1956,11.1,10.3,10.2,11.0,1077500,SMITHERS A                                
1957,10.4,11.0,8.1,8.5,1077500,SMITHERS A                                
1958,12.3,10.4,9.6,10.3,1077500,SMITHERS A                                
1959,10.3,12.1,9.0,9.4,1077500,SMITHERS A                                
1960,10.2,11.4,9.5,9.1,1077500,SMITHERS A                                
1961,11.6,10.5,8.6,10.2,1077500,SMITHERS A                                
1962,9.5,10.2,9.5,10.1,1077500,SMITHERS A                                
1963,10.2,10.9,8.8,11.8,1077500,SMITHERS A                                
1964,10.2,11.2,8.5,10.1,1077500,SMITHERS A                                
1965,11.3,10.0,9.2,10.1,1077500,SMITHERS A                                
1966,9.9,11.3,8.8,9.5,1077500,SMITHERS A                                
1967,11.0,9.8,9.2,8.0,1077500,SMITHERS A                                
1968,8.2,9.2,7.5,9.8,1077500,SMITHERS A                                
1969,9.7,10.4,10.1,8.8,1077500,SMITHERS A                                
1970,8.5,9.6,7.0,6.4,1077500,SMITHERS A                                
1971,7.7,9.5,8.5,8.2,1077500,SMITHERS A                                
1972,9.4,9.9,7.7,7.9,1077500,SMITHERS A                                
1973,9.0,8.9,7.8,7.2,1077500,SMITHERS A                                
1974,8.3,8.3,8.3,8.6,1077500,SMITHERS A                                
1975,12.4,10.4,8.8,8.8,1077500,SMITHERS A                                
1976,10.3,10.4,7.9,9.0,1077500,SMITHERS A                                
1977,8.1,9.6,8.2,9.6,1077500,SMITHERS A                                
1978,10.0,9.3,9.4,8.2,1077500,SMITHERS A                                
1979,11.1,9.4,8.6,8.8,1077500,SMITHERS A                                
1980,11.5,10.4,9.2,9.6,1077500,SMITHERS A                                
1981,11.7,9.8,9.6,8.7,1077500,SMITHERS A                                
1982,10.6,11.1,9.5,8.6,1077500,SMITHERS A                                
1983,9.9,9.6,8.5,9.0,1077500,SMITHERS A                                
1984,10.6,11.2,9.1,8.9,1077500,SMITHERS A                                
1985,11.2,11.1,9.0,9.4,1077500,SMITHERS A                                
1986,9.5,11.6,9.1,8.6,1077500,SMITHERS A                                
1987,9.6,11.5,9.8,9.6,1077500,SMITHERS A                                
1988,10.5,10.8,9.2,9.9,1077500,SMITHERS A                                
1989,9.6,10.8,10.3,8.9,1077500,SMITHERS A                                
1990,9.6,9.3,8.5,8.5,1077500,SMITHERS A                                
1991,9.0,8.8,9.5,9.1,1077500,SMITHERS A                                
1992,10.9,9.0,9.2,8.7,1077500,SMITHERS A                                
1993,9.5,9.8,8.1,8.3,1077500,SMITHERS A                                
1994,9.8,9.9,7.9,9.7,1077500,SMITHERS A                                
1995,10.4,9.9,8.2,9.6,1077500,SMITHERS A                                
1996,10.2,10.7,8.8,8.5,1077500,SMITHERS A                                
1997,8.5,10.4,8.2,9.0,1077500,SMITHERS A                                
1998,10.7,9.8,9.4,8.4,1077500,SMITHERS A                                
1999,8.8,9.3,7.4,8.1,1077500,SMITHERS A                                
2000,8.4,10.0,8.4,7.3,1077500,SMITHERS A                                
2001,8.7,10.3,8.1,9.3,1077500,SMITHERS A                                
2002,9.0,9.3,8.4,7.0,1077500,SMITHERS A                                
2003,8.4,9.5,7.0,7.4,1077500,SMITHERS A                                
2004,8.5,8.5,6.7,7.8,1077500,SMITHERS A                                
2005,8.2,9.3,7.3,8.7,1077500,SMITHERS A                                
2006,8.4,8.4,7.4,7.1,1077500,SMITHERS A                                
2007,9.5,9.7,6.4,7.9,1077500,SMITHERS A                                
2008,8.4,9.3,7.2,7.4,1077500,SMITHERS A                                
2009,7.3,9.0,7.3,8.4,1077500,SMITHERS A                                
2010,8.4,8.7,9.5,8.4,1077500,SMITHERS A                                
2011,7.8,9.5,8.1,8.3,1077500,SMITHERS A                                
2012,8.2,8.9,7.8,7.8,1077500,SMITHERS A                                
2013,6.2,8.9,8.6,6.7,1077500,SMITHERS A                                
2014,7.2,10.2,8.8,7.6,1077500,SMITHERS A                                
1953,11.0,12.3,9.3,11.8,1096450,PRINCE GEORGE A                           
1954,14.9,13.1,9.7,11.5,1096450,PRINCE GEORGE A                           
1955,13.5,11.5,9.8,12.1,1096450,PRINCE GEORGE A                           
1956,10.8,12.6,9.8,12.7,1096450,PRINCE GEORGE A                           
1957,12.1,10.4,9.7,9.0,1096450,PRINCE GEORGE A                           
1958,10.1,10.6,9.1,11.4,1096450,PRINCE GEORGE A                           
1959,11.4,12.2,8.9,11.9,1096450,PRINCE GEORGE A                           
1960,12.6,13.5,10.2,11.8,1096450,PRINCE GEORGE A                           
1961,13.2,12.0,9.7,15.4,1096450,PRINCE GEORGE A                           
1962,12.9,12.0,11.1,12.2,1096450,PRINCE GEORGE A                           
1963,12.0,12.8,9.9,12.9,1096450,PRINCE GEORGE A                           
1964,15.7,14.9,10.1,12.2,1096450,PRINCE GEORGE A                           
1965,12.3,9.4,7.9,10.4,1096450,PRINCE GEORGE A                           
1966,11.9,13.0,9.2,11.7,1096450,PRINCE GEORGE A                           
1967,12.2,13.3,9.4,11.0,1096450,PRINCE GEORGE A                           
1968,10.8,12.0,8.8,12.9,1096450,PRINCE GEORGE A                           
1969,11.7,12.6,12.5,13.6,1096450,PRINCE GEORGE A                           
1970,11.5,13.3,10.3,11.8,1096450,PRINCE GEORGE A                           
1971,12.7,13.8,9.8,13.9,1096450,PRINCE GEORGE A                           
1972,14.4,13.6,8.9,12.5,1096450,PRINCE GEORGE A                           
1973,13.5,10.8,9.6,12.6,1096450,PRINCE GEORGE A                           
1974,12.9,11.5,10.1,9.7,1096450,PRINCE GEORGE A                           
1975,16.0,10.8,9.0,10.8,1096450,PRINCE GEORGE A                           
1976,13.9,9.6,7.4,10.0,1096450,PRINCE GEORGE A                           
1977,11.2,13.6,9.3,12.9,1096450,PRINCE GEORGE A                           
1978,8.4,11.8,10.2,13.1,1096450,PRINCE GEORGE A                           
1979,11.6,11.2,8.7,9.4,1096450,PRINCE GEORGE A                           
1980,12.1,10.6,9.3,11.6,1096450,PRINCE GEORGE A                           
1981,11.7,11.1,10.0,11.1,1096450,PRINCE GEORGE A                           
1982,11.0,11.9,9.2,10.3,1096450,PRINCE GEORGE A                           
1983,9.9,12.2,10.0,11.5,1096450,PRINCE GEORGE A                           
1984,12.3,12.0,9.1,10.6,1096450,PRINCE GEORGE A                           
1985,13.8,12.6,10.5,12.9,1096450,PRINCE GEORGE A                           
1986,12.4,13.7,10.7,13.6,1096450,PRINCE GEORGE A                           
1987,11.6,12.3,10.7,11.7,1096450,PRINCE GEORGE A                           
1988,13.4,12.2,10.4,11.6,1096450,PRINCE GEORGE A                           
1989,12.8,11.2,10.4,12.6,1096450,PRINCE GEORGE A                           
1990,14.8,10.2,9.8,13.5,1096450,PRINCE GEORGE A                           
1991,13.4,11.6,9.5,12.5,1096450,PRINCE GEORGE A                           
1992,15.8,10.7,10.3,12.9,1096450,PRINCE GEORGE A                           
1993,13.4,12.4,10.3,10.7,1096450,PRINCE GEORGE A                           
1994,10.8,11.8,9.0,13.3,1096450,PRINCE GEORGE A                           
1995,10.0,10.9,8.9,10.3,1096450,PRINCE GEORGE A                           
1996,9.4,11.5,8.0,10.7,1096450,PRINCE GEORGE A                           
1997,10.4,14.0,10.4,9.8,1096450,PRINCE GEORGE A                           
1998,12.6,10.6,9.4,9.7,1096450,PRINCE GEORGE A                           
1999,14.2,10.5,10.1,11.5,1096450,PRINCE GEORGE A                           
2000,11.4,13.3,10.3,11.3,1096450,PRINCE GEORGE A                           
2001,10.1,13.4,8.5,11.8,1096450,PRINCE GEORGE A                           
2002,13.5,14.1,10.8,10.3,1096450,PRINCE GEORGE A                           
2003,11.2,14.3,10.6,12.5,1096450,PRINCE GEORGE A                           
2004,12.0,12.5,9.0,12.3,1096450,PRINCE GEORGE A                           
2005,12.5,14.2,9.6,11.8,1096450,PRINCE GEORGE A                           
2006,11.8,11.2,10.6,12.3,1096450,PRINCE GEORGE A                           
2007,14.5,11.5,7.7,10.5,1096450,PRINCE GEORGE A                           
2008,10.8,11.0,8.5,10.2,1096450,PRINCE GEORGE A                           
2009,12.0,11.2,8.5,13.1,1096450,PRINCE GEORGE A                           
2010,9.6,12.9,10.4,13.2,1096450,PRINCE GEORGE A                           
2011,14.1,12.0,9.8,13.6,1096450,PRINCE GEORGE A                           
2012,14.5,12.2,9.3,11.3,1096450,PRINCE GEORGE A                           
2013,12.9,12.2,9.6,10.8,1096450,PRINCE GEORGE A                           
2014,13.1,13.4,9.5,11.0,1096450,PRINCE GEORGE A                           
1953,6.3,8.1,5.3,7.1,1096630,QUESNEL A                                 
1954,8.2,8.7,5.4,6.4,1096630,QUESNEL A                                 
1955,6.9,8.3,5.1,6.6,1096630,QUESNEL A                                 
1956,7.1,7.9,6.3,7.6,1096630,QUESNEL A                                 
1957,7.7,7.8,5.6,5.6,1096630,QUESNEL A                                 
1958,6.8,6.9,6.0,6.6,1096630,QUESNEL A                                 
1959,6.9,8.7,6.3,7.0,1096630,QUESNEL A                                 
1960,8.3,8.4,5.3,5.9,1096630,QUESNEL A                                 
1961,7.1,7.7,6.0,8.5,1096630,QUESNEL A                                 
1962,7.7,7.4,6.2,7.0,1096630,QUESNEL A                                 
1963,6.4,8.4,5.8,7.1,1096630,QUESNEL A                                 
1964,7.5,8.3,5.5,6.2,1096630,QUESNEL A                                 
1965,8.4,7.0,5.2,6.3,1096630,QUESNEL A                                 
1966,7.2,8.7,5.2,6.6,1096630,QUESNEL A                                 
1967,6.4,8.9,5.2,5.1,1096630,QUESNEL A                                 
1968,5.8,7.4,5.2,6.7,1096630,QUESNEL A                                 
1969,6.5,7.1,5.7,6.8,1096630,QUESNEL A                                 
1970,5.9,8.0,5.7,6.9,1096630,QUESNEL A                                 
1971,7.5,10.1,5.6,7.3,1096630,QUESNEL A                                 
1972,8.1,8.8,5.9,8.0,1096630,QUESNEL A                                 
1973,8.2,7.4,6.7,7.1,1096630,QUESNEL A                                 
1974,6.8,7.3,5.4,5.4,1096630,QUESNEL A                                 
1975,7.9,7.3,5.2,6.5,1096630,QUESNEL A                                 
1976,8.3,8.7,5.6,5.0,1096630,QUESNEL A                                 
1977,6.1,8.7,5.7,7.2,1096630,QUESNEL A                                 
1978,5.2,6.9,5.4,7.2,1096630,QUESNEL A                                 
1980,7.8,8.4,6.4,7.3,1096630,QUESNEL A                                 
1981,10.3,7.5,6.1,7.4,1096630,QUESNEL A                                 
1982,7.2,7.8,4.8,6.8,1096630,QUESNEL A                                 
1983,5.1,6.7,4.7,5.2,1096630,QUESNEL A                                 
1984,6.3,7.2,4.8,5.9,1096630,QUESNEL A                                 
1985,8.0,6.5,5.4,7.6,1096630,QUESNEL A                                 
1986,7.0,7.4,4.2,5.7,1096630,QUESNEL A                                 
1987,6.0,7.1,6.0,5.6,1096630,QUESNEL A                                 
1988,6.1,7.3,5.8,6.2,1096630,QUESNEL A                                 
1989,8.0,8.2,7.2,7.0,1096630,QUESNEL A                                 
1990,9.1,7.5,7.0,6.8,1096630,QUESNEL A                                 
1991,8.3,7.9,6.3,7.4,1096630,QUESNEL A                                 
1992,9.7,7.6,6.5,7.6,1096630,QUESNEL A                                 
1993,6.9,6.8,5.7,7.3,1096630,QUESNEL A                                 
1994,8.1,9.4,6.3,7.9,1096630,QUESNEL A                                 
1995,6.3,9.6,6.1,5.4,1096630,QUESNEL A                                 
1996,7.3,9.2,5.7,6.3,1096630,QUESNEL A                                 
1997,6.6,8.7,6.0,5.8,1096630,QUESNEL A                                 
1998,6.2,5.7,5.6,5.6,1096630,QUESNEL A                                 
1999,8.2,7.4,5.1,4.9,1096630,QUESNEL A                                 
2000,5.4,6.4,4.7,6.0,1096630,QUESNEL A                                 
2001,5.7,7.3,5.0,6.6,1096630,QUESNEL A                                 
2002,6.8,7.4,5.1,4.9,1096630,QUESNEL A                                 
2003,5.8,8.6,5.6,5.5,1096630,QUESNEL A                                 
2004,5.9,6.7,4.5,6.5,1096630,QUESNEL A                                 
2005,6.9,8.3,5.9,6.7,1096630,QUESNEL A                                 
2010,5.3,8.3,6.1,7.1,1096630,QUESNEL A                                 
2011,8.2,7.0,5.1,7.1,1096630,QUESNEL A                                 
2012,6.7,7.5,5.5,6.0,1096630,QUESNEL A                                 
2013,5.4,6.7,5.9,6.0,1096630,QUESNEL A                                 
2014,6.5,7.0,4.7,6.8,1096630,QUESNEL A                                 
1961,12.2,11.2,9.9,10.3,1098940,WILLIAMS LAKE A                           
1962,9.0,9.2,8.4,11.5,1098940,WILLIAMS LAKE A                           
1963,14.1,16.0,11.7,11.5,1098940,WILLIAMS LAKE A                           
1964,13.7,12.6,9.1,10.3,1098940,WILLIAMS LAKE A                           
1965,11.3,9.9,8.0,11.6,1098940,WILLIAMS LAKE A                           
1966,11.0,11.6,7.5,11.7,1098940,WILLIAMS LAKE A                           
1967,12.8,10.8,8.2,12.4,1098940,WILLIAMS LAKE A                           
1968,12.5,12.5,8.7,13.3,1098940,WILLIAMS LAKE A                           
1969,10.2,10.3,8.0,10.0,1098940,WILLIAMS LAKE A                           
1970,9.3,11.4,9.3,11.6,1098940,WILLIAMS LAKE A                           
1971,11.1,12.2,8.3,11.6,1098940,WILLIAMS LAKE A                           
1972,9.8,12.4,8.1,9.6,1098940,WILLIAMS LAKE A                           
1973,12.3,10.3,8.3,10.0,1098940,WILLIAMS LAKE A                           
1974,12.1,12.4,9.7,9.1,1098940,WILLIAMS LAKE A                           
1975,13.8,12.7,9.5,13.5,1098940,WILLIAMS LAKE A                           
1976,14.8,15.1,9.8,10.4,1098940,WILLIAMS LAKE A                           
1977,12.3,13.9,10.5,13.6,1098940,WILLIAMS LAKE A                           
1978,10.5,12.3,10.2,12.1,1098940,WILLIAMS LAKE A                           
1979,12.3,11.3,9.8,13.3,1098940,WILLIAMS LAKE A                           
1980,13.0,10.6,7.1,11.3,1098940,WILLIAMS LAKE A                           
1981,11.9,10.9,7.8,11.7,1098940,WILLIAMS LAKE A                           
1982,9.6,10.0,6.2,9.8,1098940,WILLIAMS LAKE A                           
1983,11.6,8.4,7.6,10.1,1098940,WILLIAMS LAKE A                           
1984,10.0,11.6,7.3,10.8,1098940,WILLIAMS LAKE A                           
1985,9.9,9.6,8.3,9.9,1098940,WILLIAMS LAKE A                           
1986,11.2,11.5,7.9,10.3,1098940,WILLIAMS LAKE A                           
1987,13.1,11.6,9.0,11.1,1098940,WILLIAMS LAKE A                           
1988,11.7,10.9,9.8,12.4,1098940,WILLIAMS LAKE A                           
1989,11.8,10.7,8.1,8.8,1098940,WILLIAMS LAKE A                           
1990,10.8,8.8,8.1,10.5,1098940,WILLIAMS LAKE A                           
1991,11.0,9.5,6.1,9.5,1098940,WILLIAMS LAKE A                           
1992,13.7,8.9,7.1,10.9,1098940,WILLIAMS LAKE A                           
1993,9.7,9.9,6.0,7.6,1098940,WILLIAMS LAKE A                           
1994,9.5,9.2,6.2,9.9,1098940,WILLIAMS LAKE A                           
1995,9.2,8.8,6.0,7.7,1098940,WILLIAMS LAKE A                           
1996,9.4,9.8,6.2,7.3,1098940,WILLIAMS LAKE A                           
1997,7.8,9.6,5.3,9.0,1098940,WILLIAMS LAKE A                           
1998,12.4,7.5,7.1,9.1,1098940,WILLIAMS LAKE A                           
1999,12.9,10.4,6.9,9.4,1098940,WILLIAMS LAKE A                           
2000,8.5,9.4,6.4,9.1,1098940,WILLIAMS LAKE A                           
2001,8.7,10.3,6.9,11.4,1098940,WILLIAMS LAKE A                           
2002,11.8,9.9,8.2,8.1,1098940,WILLIAMS LAKE A                           
2003,9.5,11.7,8.3,9.7,1098940,WILLIAMS LAKE A                           
2004,12.0,10.2,6.7,9.3,1098940,WILLIAMS LAKE A                           
2005,9.7,11.3,7.8,10.5,1098940,WILLIAMS LAKE A                           
2006,11.6,10.9,7.2,9.3,1098940,WILLIAMS LAKE A                           
2007,12.9,11.7,7.3,9.1,1098940,WILLIAMS LAKE A                           
2008,10.1,9.2,7.0,9.4,1098940,WILLIAMS LAKE A                           
2009,8.0,10.0,7.3,12.0,1098940,WILLIAMS LAKE A                           
